package,resource,usability,usability_code,metadata,metadata_code,freshness,freshness_code,completeness,completeness_code,accessibility,accessibility_code,store_type,division
city-wards,City Wards Data,0.710526316,"~constant_cols:DATE_EFFECTIVE,DATE_EXPIRY,AREA_TYPE_ID,PARENT_AREA_ID,AREA_TYPE,AREA_CLASS_ID,AREA_CLASS,FEATURE_CODE,FEATURE_CODE_DESC,TRANS_ID_CREATE,TRANS_ID_EXPIRE",0.276315789,~metadata_missing:information_url~owner_is_opendata~all_data_def_missing,0.963684819,,1,,1,,datastore,City Clerk's Office
city-council-and-committees-meeting-schedule-reports,meeting-schedule-all-committees-2018-2022,0.928571429,~constant_cols:Term,0.375,~owner_is_opendata~all_data_def_missing,0.955818165,,1,,1,,datastore,City Clerk's Office
city-council-and-committees-meeting-schedule-reports,meeting-schedule-all-committees-2014-2018,0.928571429,~constant_cols:Term,0.375,~owner_is_opendata~all_data_def_missing,0.955818165,,1,,1,,datastore,City Clerk's Office
city-council-and-committees-meeting-schedule-reports,meeting-schedule-all-committees-2010-2014,0.928571429,~constant_cols:Term,0.375,~owner_is_opendata~all_data_def_missing,0.955818165,,1,,1,,datastore,City Clerk's Office
city-council-and-committees-meeting-schedule-reports,meeting-schedule-all-committees-2006-2010,0.928571429,~constant_cols:Term,0.375,~owner_is_opendata~all_data_def_missing,0.955818165,,1,,1,,datastore,City Clerk's Office
chemical-tracking-chemtrac,Chemical Tracking,1,,0.875,~owner_is_opendata,1,,1,,1,,datastore,Toronto Public Health
central-intake-calls,Central Intake Service Queue Data,1,,1,,0.5,~periods_behind:4,1,,1,,datastore,"Shelter, Support & Housing Administration"
central-intake-calls,Central Intake Call Wrap-Up Codes Data,1,,1,,0.5,~periods_behind:4,1,,1,,datastore,"Shelter, Support & Housing Administration"
cafeto-curb-lane-parklet-cafe-locations,Cafe TO Locations,1,,0.875,~metadata_missing:information_url,1,,1,,1,,datastore,Transportation Services
business-improvement-areas,Business Improvement Areas Data,0.9,"~constant_cols:DATE_EFFECTIVE,PARENT_AREA_ID",0.3,~metadata_missing:information_url~owner_is_opendata~all_data_def_missing,0.464322575,~periods_behind:26,1,,1,,datastore,Economic Development & Culture
bikeways,bikeways,0.696428571,"~constant_cols:PRE_AMALGAMATION,ROADCLASS,CNPCLASS,SURFACE,OWNER,DIR_LOWORDER,SEPA_LOWORDER,SEPB_LOWORDER,ORIG_LOWORDER_INFRA,DIR_HIGHORDER,SEPA_HIGHORDER,SEPB_HIGHORDER,ORIG_HIGHORDER,BYLAWED,EDITOR,LAST_EDIT_DATE,UPGRADE_DESCRIPTION",0.517857143,~all_data_def_missing,1,,1,,1,,datastore,Transportation Services
bicycle-thefts,bicycle-thefts,1,,1,,0.948624507,,1,,0.75,~no_tags,datastore,Toronto Police Services
bicycle-shops,Bicycle Shops Data,0.916666667,"~constant_cols:CITY,GENERAL_USE_CODE,HI_NUM,HI_NUM_SUF",0.395833333,~owner_is_opendata~all_data_def_missing,0.964322575,,1,,1,,datastore,Transportation Services
bicycle-parking-racks,Bicycle Parking Racks Data,0.942307692,"~constant_cols:CITY,HI_NUM,HI_NUM_SUF",0.394230769,~owner_is_opendata~all_data_def_missing,0.880434126,,1,,1,,datastore,Transportation Services
bicycle-parking-high-capacity-outdoor,Bicycle Parking Map Data,0.903846154,"~constant_cols:CITY,GENERAL_USE_CODE,HI_NUM,HI_NUM_SUF,DETAILS",0.394230769,~owner_is_opendata~all_data_def_missing,0.462469506,~periods_behind:199,1,,1,,datastore,Transportation Services
bicycle-parking-bike-stations-indoor,Bicycle Parking Data - Indoor,0.892857143,"~constant_cols:CITY,GENERAL_USE_CODE,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,STATION_TYPE",0.392857143,~owner_is_opendata~all_data_def_missing,0.908079377,,1,,1,,datastore,Transportation Services
automated-speed-enforcement-locations,Automated Speed Enforcement Locations,1,,0.916666667,~missing_def_cols:FID,0.464322575,~periods_behind:194,1,,1,,datastore,Transportation Services
open-data-web-analytics,open-data-web-analytics-monthly-report,0,Not Applicable,0.5,~metadata_missing:information_url~owner_is_opendata,1,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,Information & Technology
cost-of-living-in-toronto-for-low-income-households,2022 Income Scenario - Without Subsidies - Market Rent,0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,2022 Income Scenario - With Subsidies,0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,2022 Income Scenario - Without Subsidies - Average Rent,0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,"2022 Income Scenario - Without Subsidies, Average Rent",0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,"2022 Income Scenario - Without Subsidies, Market Rent",0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,2022 Income Scenario - With Subsidies Readme,0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,"2022 Income Scenario - Without Subsidies, Average Rent Readme",0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
cost-of-living-in-toronto-for-low-income-households,"2022 Income Scenario - Without Subsidies, Market Rent Readme",0,Not Applicable,0.75,~metadata_missing:topics,1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Social Development, Finance & Administration"
freedom-of-information-requests-summary,Glossary of Short Forms,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-requests-summary-readme,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2011,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2012,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2013,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2014,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2015,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2016,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2017,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2018,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2019,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2020,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2021,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
freedom-of-information-requests-summary,foi-request-summary-2022,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.974625649,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-readme,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2011-2014,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2015,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2016,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2017,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2018,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2019,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
annual-energy-consumption,annual-energy-consumption-data-2020,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",0.898441546,,0,Not Applicable,0.9,~filestore_resource,filestore,"Shelter, Support & Housing Administration"
small-business-property-tax-subclass-eligible-properties,Small Business Subclass Report - 2022,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",1,,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
small-business-property-tax-subclass-eligible-properties,Small Business Subclass Report - 2023,0,Not Applicable,0.25,"~metadata_missing:topics,owner_email,information_url",1,,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,"Shelter, Support & Housing Administration"
bike-share-toronto-ridership-data,bikeshare-ridership-readme,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2014-2015,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2017,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2016,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2018,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2019,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2020,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2021,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
bike-share-toronto-ridership-data,bikeshare-ridership-2022,0,Not Applicable,1,,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Parking Authority
ttc-streetcar-delay-data,ttc-streetcar-delay-data-readme,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2014,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2015,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2016,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2017,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2018,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2019,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,"ttc-streetcar-delay-data-2020	",0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2021,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2020,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2022,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-streetcar-delay-data,ttc-streetcar-delay-data-2023,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-readme,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2014,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2015,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2016,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2017,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2018,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2019,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2020,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2021,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2022,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
ttc-bus-delay-data,ttc-bus-delay-data-2023,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:2,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Transit Commission
rain-gauge-locations-and-precipitation,precipitation-data-2022,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,Rain gauge notes,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.65,~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2021,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2020,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2019,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2018,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2017,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2016,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2015,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,Readme,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
rain-gauge-locations-and-precipitation,precipitation-data-2023,0,Not Applicable,0.75,~metadata_missing:information_url,0.5,~periods_behind:3,0,Not Applicable,0.5,~no_pipeline_found~no_tags~filestore_resource,filestore,Toronto Water
toronto-centreline-tcl,Centreline - Version 2,0.9875,~constant_cols:CENTRELINE_STATUS,0.8625,~metadata_missing:information_url~missing_def_cols:OBJECTID,0.5,~periods_behind:178,1,,0.75,~no_tags,datastore,Information & Technology
street-tree-data,Street Tree Data,0.966666667,~constant_cols:UNIT_NUMBER,0.408333333,~owner_is_opendata~all_data_def_missing,0.960569525,,1,,1,,datastore,"Parks, Forestry & Recreation"
fire-services-emergency-incident-basic-detail,Basic incidents details 2021,0.966666667,~constant_cols:Ward_At_Event_Dispatch,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2020,0.966666667,~constant_cols:Ward_At_Event_Dispatch,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2018,0.966666667,~constant_cols:Ward_At_Event_Dispatch,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2015,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2016,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2017,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2014,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2013,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2012,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2011,1,,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
fire-services-emergency-incident-basic-detail,Basic incidents details 2019,0.966666667,~constant_cols:Ward_At_Event_Dispatch,0.841666667,~metadata_missing:information_url~missing_def_cols:Ward_At_Event_Dispatch,0.95165228,,1,,1,,datastore,Fire Services
community-grants-allocations,community-grants-allocations-2010,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2011,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2012,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2013,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2014,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2015,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2016,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2017,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2018,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2019,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2020,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.9,~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-readme,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.75,~no_pipeline_found~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2021,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.9,~filestore_resource,filestore,"Social Development, Finance & Administration"
community-grants-allocations,community-grants-allocations-2020-additions,0,Not Applicable,1,,0.937545506,,0,Not Applicable,0.9,~filestore_resource,filestore,"Social Development, Finance & Administration"
